name|price|description|category|rating|source
CANON CLI-581XXL (Photo Blue, 1 Stück)|29.95|Die CANON CLI-581XXL Photoblue ist, wie der Name schon vermuten lässt, eine Tintenpatrone, mit dem speziellen Verwendungszweck für alle Fotos.Mit der absolut kostensparende Kartusche können aber nicht nur Drucke von Bildern erzeugt werden, sie gibt auch für jegliche Dokumente absolut beste Ergebnisse ab. Dabei ist die CANON CLI-581XXL nicht nur besonders Wischfest und farbecht, sie ist auch besonders sparsam, mit bis zu 9000 DIN A4 Seiten erreicht die Tinte eine 3-mal so hohe Seitenreichweite, wie vergleichbare Hersteller liefern können. Dank der ChromaLife 100 Technologie, der bekannten Marke, sind Bilder, auf Fotopapier, besonders lange vor dem Verblassen geschützt.|Computer & Gaming||interdiscount
CANON PIXMA G3571 (Tintendrucker, Farbe, Bluetooth)|279.2|Mit diesem schnellen und einfach bedienbaren 3-in-1 Multifunktionssystem mit nachfüllbaren Tintentanks und WLAN kannst du deine Druckkosten zu Hause erheblich senken.|Computer & Gaming||interdiscount
CANON PG-560 (Schwarz, 1 Stück)|30.95|Mit der CANON PG-560 sichern Sie sich eine Tintenpatrone in Schwarz, die mit Druckern der Marke CANON kompatibel ist und Ihnen ausgezeichnete Druckergebnisse ermöglicht.Die Patrone lässt sich besonders einfach und schnell austauschen und verfügt über einen Inhalt von 7.5 ml. Die minimale Druckleistung liegt bei 180 Blatt. Zudem ist die Tintenpatrone mit den Druckern PIXMA S5350, PIXMA TS5351 und PIXMA TS5352 der Marke CANON kompatibel. Mit der CANON Patrone sichern Sie sich ein starkes Produkt, das Ihnen professionelle Druckerzeugnisse und eine hohe Druckqualität garantiert. Überzeugen Sie sich selbst von gestochen scharfen Bildern.|Computer & Gaming||interdiscount
CANON CanoScan LiDE 400 (USB Typ-A, 4800 x 4800 dpi)|89.95|Holen Sie sich jetzt den CANON Cano Scan LiDE 400 Flachbettscanner A4 Schwarz und sparen Sie Zeit und Geld mit der verbesserten und modernsten Technik. Mit 4.800 x 4.800 dpi erhalten Sie einen hochauflösenden Scan.Der CANON Cano Scan LiDE 400 ist ein Premium Flachbettscanner mit verbesserter Geschwindigkeit und einer hochauflösenden Scanfunktion, die Platz, Energie und Zeit spart. Mit dem schicken und modernen Design, der kompakten Abmessungen, der Möglichkeit zur senkrechten Aufstellung sowie der Stromversorgung über ein USB Typ C Kabel, erfüllt der CANON Cano Scan alle Ihre Bedürfnisse. Nutzen Sie den Scanner sowohl Zuhause als auch im Büro. Der schnelle Scanner im schicken und hochwertigen Look liefert hochauflösende Scans von Dokumenten, Fotos und Büchern.Platzsparend und praktischMit dem praktischen Halter für die senkrechte Aufstellung vom CANON Cano Scan LiDE 400 ist der Scanner besonders platzsparend und leicht zu verstauen.|Computer & Gaming||interdiscount
CANON CLI-581XL (Magenta, 1 Stück)|24.95|Dieser 8,3-ml-Tintentank Magenta mit hoher Reichweite wird zum Drucken hochwertiger Fotos und Dokumente genutzt. Er bietet eine hohe Reichweite: Damit drucken Sie kostensparend bis zu doppelt so viele Seiten wie mit der Standard-Tinte. In Kombination mit Canon Fotopapier sind Ihre Fotos dank ChromaLife100+ System vor Verblassen geschützt.|Computer & Gaming||interdiscount
CANON ZP-2030 Fotopapier (50 Blatt, 50 x 75 mm, 290 g/m2)|44.95|Holen Sie sich das CANON Fotopapier (50 Blatt) für Ihren Drucker nach Hause und geniessen Sie Fotodrucke mit einer gestochen scharfen Auflösung und bester Farbechtheit. So treffen Sie sicher die richtige Wahl, wenn es um Fotopapier geht.Wenn Sie Fotobücher erstellen oder Ihre Wände gern mit Fotos verschönern, dann kommen Sie mit dem CANON Fotopaier voll und ganz auf Ihre Kosten. Das Papier verfügt über ein hervorragendes Preisleistungsverhältnis. Das Papier ist bereits in die richtige Grösse geschnitten, passend für jede Art von Collage. Somit wird Ihnen das lästige Zuschneiden erspart und Sie können sich an Ihren Aufnahmen erfreuen.|Computer & Gaming||interdiscount
CANON PG-545XLx2/CL-546X Photo Value Pack (Gelb, Schwarz, Magenta, Cyan, Multipack)|64.95|Original Verbrauchsmaterialien Original Canon Verbrauchsmaterialien sind einfach besser – sie sorgen dafür, dass dein Canon Drucker immer beste Ergebnisse liefert und bieten dabei ein gutes Preis-Leistungsverhältnis.|Computer & Gaming||interdiscount
CANON CLI-581XL (Gelb, Schwarz, Magenta, Cyan, Multipack)|61.3|Dieses Multipack beinhaltet je einen Schwarz-, Cyan-, Magenta- und Gelb-Tintentank mit hoher Reichweite sowie eine Packung Fotopapier für den Druck hochwertiger Fotos und Dokumente. Die Tintentanks bieten eine höhere Reichweite: Damit druckst du kostensparend bis zu doppelt so viele Seiten wie mit der Standard-Tinte. Zusammen mit der beigefügten Packung Canon Fotoglanzpapier Plus II sorgen die 8,3 ml fassenden Tintentanks dank des ChromaLife100 Systems für eine besonders hohe Farbstabilität der Drucke. Die XL-Fototinten ermöglichen folgende Druckleistung: Gelb XL 199 Fotos, Magenta XL 225 Fotos, Schwarz XL 520 Fotos, Cyan XL 170 Fotos (gemäss ISO/IEC 24711¹ Standard).|Computer & Gaming||interdiscount
CANON CLI-36 (Gelb, Schwarz, Magenta, Cyan, Duopack)|31.9|Original Verbrauchsmaterialien Original Canon Verbrauchsmaterialien sind einfach besser – sie sorgen dafür, dass dein Canon Drucker immer beste Ergebnisse liefert und bieten dabei ein gutes Preis-Leistungsverhältnis.|Computer & Gaming||interdiscount
CANON CLI-581XL (Cyan, 1 Stück)|24.95|Dieser 8,3-ml-Tintentank Cyan mit hoher Reichweite wird zum Drucken hochwertiger Fotos und Dokumente genutzt. Er bietet eine hohe Reichweite: Damit drucken Sie kostensparend bis zu doppelt so viele Seiten wie mit der Standard-Tinte. In Kombination mit Canon Fotopapier sind Ihre Fotos dank ChromaLife100+ System vor Verblassen geschützt.|Computer & Gaming||interdiscount
CANON PG-540L (Schwarz, Duopack)|43.9|L TWIN - Tintenpatrone PG-540L|Computer & Gaming||interdiscount
CANON CLI-571 (Gelb, Schwarz, Magenta, Cyan, Multipack)|62.9|PIXMA Tintenpatronen.|Computer & Gaming||interdiscount
CANON CL-576XL (Gelb, Magenta, Cyan, 1 Stück)|30.9|Der FINE Druckkopf mit Cyan, Magenta und Gelb Tinte mit hoher Reichweite für farbstabile, lebendige Fotodrucke|Computer & Gaming||interdiscount
CANON Pixma TR150 (Tintendrucker, Farbe, WLAN)|350.05|Druckertyp: Farbig, Drucktechnik: Tintenstrahl (Kartuschen), Total Fassungsvermögen Papierzuführungen: 50 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 1, Druckgeschwindigkeit (farbig): 5.5 ppm|Computer & Gaming||interdiscount
CANON PFI-410 (Magenta, 1 Stück)|53.25|Canon PFI-4100 M - 80 ml - Magenta - original - Hängebox - Tintenbehälter - für imagePROGRAF PRO-1100|Computer & Gaming||interdiscount
CANON PFI-4100 (Blau, 1 Stück)|53.25|Canon PFI-4100 B - 80 ml - Blau - original - Hängebox - Tintenbehälter - für imagePROGRAF PRO-1100|Computer & Gaming||interdiscount
CANON CLI-571M (Magenta, 1 Stück)|18.7|PIXMA Tintenpatronen.|Computer & Gaming||interdiscount
CANON Zink Fotopapier (20 Blatt, 50 x 75 mm, 0 g/m2)|18.95|Das ZINK Fotopapier ist mit Mikrokristallen versehen, die bei Erhitzen reagieren. So wird ganz ohne Tinte ein wisch-, reiss- und wasserfestes Foto gedruckt.|Computer & Gaming||interdiscount
CANON PGI-550XL (Schwarz, 1 Stück)|29.95|Die CANON PGI 550GBK XL (Schwarz, 1 Stück) ist sehr ergiebig und wird Sie nicht nur mit einer langen Lebensdauer, sondern auch mit gestochen scharfen Bildern mit einer hohen Farbstabilität begeistern.Die CANON PGI 550GBK XL ist ideal, wenn Sie häufig drucken müssen, da Sie über eine Kapazität von bis zu 500 Blatt verfügt. Damit übersteigt die CANON Tintenpatrone den 1.6 fachen Standard des aktuellen Markts. Die tiefschwarze Pigmenttinte sorgt dafür, dass Ihre Dokumente über ein gestochen scharfes Schriftbild mit hoher Lebensdauer verfügen. Die Einzelpatrone ist mit Geräten der CANON PIXMA Serie kompatibel.|Computer & Gaming||interdiscount
CANON CLI-571C XL (Cyan, 1 Stück)|24.95|Die originale CANON CLI 571XL Tintenpatrone gibt Ihre Bilder und Dokumente in naturgetreuen Farben und präzisen Details wieder.Die CANON CLI 571XL Patrone druckt durch die originale und hochwertige CANON Tinte erstaunlich natürliche, lebendige und kräftige Farben. Selbst die feinsten Linien und kleinsten Details werden mit der Patrone originalgetreu wiedergegeben. Die Farben haben eine besonders hohe Stabilität und eine erstaunliche Kapazität von 715 Blatt. Die besondere Patrone von HP ist mit der CANON PIXMA Serie kompatibel. Gehen Sie mit dem Toner von HP auf Nummer sicher und überzeugen Sie sich von der herausragenden Qualität.|Computer & Gaming||interdiscount
CANON CLI-571XLY (Gelb, 1 Stück)|24.95|Die Canon CLI571YXL (0334C001) Tintenpatrone (Gelb, 1 Stück) ermöglicht Ihnen eine hochwertige Druck mit einer langen Ausdauer und klaren Farben.Die Kapazität der Patrone ist für mindestens 680 Blatt ausgelegt, bei einer konstanten und zuverlässigen Farbleistung. In Ihrem Canon PIXMA Drucksystem ist die Patrone ein wichtiger Bestandteil. Mit der Patrone können besonders helle, naturgetreue und präzise Farben ausgedruckt werden. Ein Zusammensetzen der Originaltinten und dem CANON Photopapier sorgen für eine erstklassige Qualität und eine hohe Farbstabilität. Dadurch wird das Leben Ihres PIXMA Drucksystems um Viele Jahre verlängert.|Computer & Gaming||interdiscount
CANON CLI-581M (Magenta, 1 Stück)|19.95|Druckleistung Seiten: 1505 ×, Toner/Tinte Farbe: Magenta, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON CLI-571GY (Grau, 1 Stück)|18.7|PIXMA Tintenpatronen.|Computer & Gaming||interdiscount
CANON CanoScan LiDE 300 (USB Typ-A, 2400 x 4800 dpi)|67.95|Der kompakte, preisgünstige und leichte Scanner ist ideal für alle, die mit einem einfachen Knopfdruck grossartige Scans erstellen möchten.|Computer & Gaming||interdiscount
CANON PG-545XL/CL-546XL (Gelb, Schwarz, Magenta, Cyan, Duopack)|52.9|Original Verbrauchsmaterialien Original Canon Verbrauchsmaterialien sind einfach besser – sie sorgen dafür, dass dein Canon Drucker immer beste Ergebnisse liefert und bieten dabei ein gutes Preis-Leistungsverhältnis.|Computer & Gaming||interdiscount
CANON CL-546 (Gelb, Magenta, Cyan, 1 Stück)|33.95|Die CANON CL-546 Patrone in Gelb, Cyan und Magenta (1 Stück) erspart Ihnen in Zukunft den Gang ins Fotolabor - Sie können Ihre Bilder einfach von Zuhause aus drucken!CANON arbeitet mit einer speziellen Technologie, damit Ihre Fotos in den kräftigsten Farben erstrahlen. Und diese hält auch noch nach Jahren wie am ersten Tag - und Sie können Ihre Fotoalben noch lange Zeit mit ihren Liebsten teilen. Die Farben werden noch genauso lebendig erstrahlen wie am Anfang. Diese Tinte hat den Vorteil gegenüber anderen Produkten, dass sie nicht verblasst. Daher eignet sie sich ideal auch  für Fotos.|Computer & Gaming||interdiscount
CANON PG-512 / 2969B001 (Schwarz, 1 Stück)|28.95|Teamwork ist einfach besser. Das gilt auch für die original Canon Tinten und Fotopapiere, die perfekt auf alle PIXMA Produkte abgestimmt sind und so für bestmögliche Resultate sorgen. Verschaffen Sie sich einen Überblick über die Canon Tintenstrahl-Fotopapiere und die richtige Tinte für Ihren Drucker. Vertrauen Sie auf original Canon Tinten – für hochwertige Drucke mit langer Haltbarkeit.|Computer & Gaming||interdiscount
CANON 055 (Cyan, 1 Stück)|89.8|Die 055 Toner-Cartridge wurde entwickelt, um das Potential und die Druckqualität kompatibler i-SENSYS Laserdrucker zu maximieren. Mit einer Druckreichweite von bis zu 2.100 Seiten kann man bis zum Austausch mehr drucken - dank dem All-in-One-Design sowie der einfachen Installation kann jeder Mitarbeiter bei Bedarf eine neue Cartridge einsetzen. Die Toner-Cartridge selbst ist vollständig RoHS-konform und die Verpackung ist vollständig recycelbar.|Computer & Gaming||interdiscount
CANON 055 M (Magenta, 1 Stück)|89.35|Canon 055 - Magenta - Original - Tonerpatrone - für Color imageCLASS MF743Cdw|Computer & Gaming||interdiscount
CANON PIXMA TS5151 (Tintendrucker, Farbe, WLAN)|84.95|Canon PIXMA TS5150 Serie Preisgünstiges Multifunktionssystem mit umfangreichen Verbindungsoptionen zum einfachen kabellosen Drucken, Scannen und Kopieren in Farbe von Mobilgeräten.|Computer & Gaming||interdiscount
CANON PG-40 (Schwarz, 1 Stück)|24.7|Eine ganz wichtige Rolle beim Fotodruck spielt die Tinte. Sie kann den entscheidenden Unterschied ausmachen zwischen trüben und lebendigen Farben, verschwommenen und scharfen Fotoprints oder schnell verblassenden Drucken und solchen mit hoher Farbstabilität. Deshalb legt Canon grossen Wert auf die Entwicklung von Tinten und Systemen zur Realisierung jener Qualität, die Ihre Fotoprints verdienen.|Computer & Gaming||interdiscount
CANON GI-590BK (Schwarz, 1 Stück)|11.9|Mit dieser 70 ml Canon Cyan-Nachfülltinte mit hoher Reichweite für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. In Kombination mit der 70 ml Magenta-Tinte und der 70 ml Gelb-Tinte (jeweils separat erhältlich) ist diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON CLI-521M (Magenta, 1 Stück)|13.9|Eine ganz wichtige Rolle beim Fotodruck spielt die Tinte. Sie kann den entscheidenden Unterschied ausmachen zwischen trüben und lebendigen Farben, verschwommenen und scharfen Fotoprints oder schnell verblassenden Drucken und solchen mit hoher Farbstabilität. Deshalb legt Canon grossen Wert auf die Entwicklung von Tinten und Systemen zur Realisierung jener Qualität, die Ihre Fotoprints verdienen.|Computer & Gaming||interdiscount
CANON PIXMA TS7451i (Tintendrucker, Farbe, WLAN, Bluetooth)|93.9|Der Canon PIXMA TS7451i ist ideal für den Einsatz zuhause: Er druckt, scannt und kopiert von den unterschiedlichsten Geräten. Mit der Canon PRINT App lässt er sich ganz einfach verbinden. Das Multifunktionssystem bietet erstklassige kabellose Anschlussoptionen. Der PIXMA TS7451i ist schick, preisgünstig und einfach zu bedienen. Zudem bietet er kreative Möglichkeiten, vom Computer, Tablet oder Smartphone auf vielen Medien zu drucken: z.B. Fotopapier, T-Shirt-Transferfolie, magnetisches oder wiederaufklebbares Fotopapier. Mit der ADF-Technologie kannst du mehrseitige Vorlagen schneller scannen und kopieren und zu Hause optimal arbeiten. Und nach der Arbeit ist der PIXMA TS7451i ideal für kreative Projekte mit den Kindern und natürlich auch für das Kind in dir. Dieser Drucker ist mit dem PIXMA Print Plan kompatibel, einem monatlichen Tinten-Abo auf Basis der gedruckten Seiten.|Computer & Gaming||interdiscount
CANON PG-510 (Schwarz, 1 Stück)|27.95|Die CANON PG-510 Tintenpatrone in Schwarz wurde speziell für CANON Drucker optimiert und liefert Ihnen eine hervorragende Druckqualität.Die Patrone ermöglichen eine Mindest-Druckleistung von 220 Blatt und ist besonders einfach auszutauschen. Die Patrone besitzt ein Fassungsvermögen von 9 ml und liefert jederzeit Druckergebnisse in einer hochwertigen Qualität. Die Tintenpatrone ist mit Druckern der PIXMA Serie von CANON kompatibel und verspricht eine klare Druckqualität im Schwarz-Weiss Druck, vor allem in Kombination mit dem CANON Druckerpapier. Lassen Sie sich von der groassartigen Qualität der Tintenpatrone überzeugen.|Computer & Gaming||interdiscount
CANON GI-56 PGBK (Schwarz, 1 Stück)|19.95|Original Canon Tinten und Papier sind harmonisch auf Canon Drucker abgestimmt, die damit immer mit aussergewöhnlichen Ergebnissen überzeugen.|Computer & Gaming||interdiscount
CANON PG-545XL/CL-546XL (Gelb, Schwarz, Magenta, Cyan, Duopack)|51.9|Original Verbrauchsmaterialien Original Canon Verbrauchsmaterialien sind einfach besser – sie sorgen dafür, dass dein Canon Drucker immer beste Ergebnisse liefert und bieten dabei ein gutes Preis-Leistungsverhältnis.|Computer & Gaming||interdiscount
CANON GI-590 (Cyan, 1 Stück)|9.5|Mit dieser 70 ml Canon Cyan-Nachfülltinte mit hoher Reichweite für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben. In Kombination mit der 70 ml Magenta-Tinte und der 70 ml Gelb-Tinte (jeweils separat erhältlich) ist diese kostengünstige, fabstoffbasierte Canon Nachfülltinte ideal für ein hohes Druckaufkommen.|Computer & Gaming||interdiscount
CANON GI-590Y (Gelb, 1 Stück)|9.5|Mit dieser 70 ml Canon Gelb-Nachfülltinte mit hoher Reichweite für Ihr PIXMA Modell der G Serie erleben Sie Farbdrucke mit lebendigen Farben.|Computer & Gaming||interdiscount
CANON Selphy CP1500 (Tintenstrahl, Thermosublimation, 300 x 300 dpi)|119.95|Wunderschöne Drucke, die ein Leben lang halten, schnell erstellt Mit diesem kompakten Fotodrucker erstellst du wunderschöne, farbenfrohe Ausdrucke, die bis zu 100 Jahre farbstabil bleiben. Mit der kabellosen Smartphone-Bedienung über die SELPHY Photo Layout App und zahlreichen kabellosen und kabelgebundenen Anschlussoptionen kannst du ganz einfach von diversen Geräten aus drucken.|Computer & Gaming||interdiscount
CANON CL-41 / 0617B001 (Gelb, Magenta, Cyan, 1 Stück)|27.7|Canon ist Zuhause, wo Sie leben. Tagsüber arbeitet Canon mit Ihnen im Büro, und im Sommer fahren Sie gemeinsam in den Urlaub. Seit über einem Vierteljahrhundert ist die Technologie von Canon überall dort, wo die Menschen leben. Mit zahllosen Erfindungen und Innovationen ist das Unternehmen ein Hightech-Spezialist. Neben Fotokameras und Camcordern haben die Druck- und Kopiersysteme die Büros erobert, und mittlerweile zählt Canon zu den führenden Anbietern von Technologien im Home- und Office-Bereich. Hohe Qualität und modernes Design sind Kennzeichen der Produkte von Canon.|Computer & Gaming||interdiscount
CANON Pixma TS9551C (Tintendrucker, Farbe, WLAN, Bluetooth)|325.05|Druckertyp: Farbig, Drucktechnik: Tintenstrahl (Kartuschen), Total Fassungsvermögen Papierzuführungen: 200 Seiten, Mobildruck: Ja, Anzahl Papierzuführungen (maximal): 2, Druckgeschwindigkeit (farbig): 10 ppm|Computer & Gaming||interdiscount
CANON CLI-581XL (Gelb, 1 Stück)|24.95|Dieser 8,3-ml-Tintentank Gelb mit hoher Reichweite wird zum Drucken hochwertiger Fotos und Dokumente genutzt. Er bietet eine hohe Reichweite: Damit drucken Sie kostensparend bis zu doppelt so viele Seiten wie mit der Standard-Tinte. In Kombination mit Canon Fotopapier sind Ihre Fotos dank ChromaLife100+ System vor Verblassen geschützt.|Computer & Gaming||interdiscount
CANON PGI-550PGBK (Schwarz, 1 Stück)|24.95|Die CANON PGI-550PGBK Patrone liefert durch ihre schwarze Pigmenttinte hochqualitative Drucke und ein gestochen scharfes Schriftbild.Sie beinhaltet 15 ml Tinte, sodass Sie bis zu 300 Seiten im A4-Format drucken können. Nur die originalen Canon Patronen bieten diesen hohen Standard. Durch das höchst präzise Befüllungssystem bei Canon wird garantiert, dass keine unschönen Tonerreste, Linien oder graue Hintergründe auf dem Druck landen. Darüber hinaus sorgt die Rollenaufladung von Canon für ein ozonfreies Drucken, das weder der Umwelt noch dem Menschen schadet.|Computer & Gaming||interdiscount
CANON PGI-35BK (Schwarz, Duopack)|23.75|Canon PGI-35 Twin Pack - 2er-Pack - Schwarz - Original - Blisterverpackung - Tintenbehälter - für PIXMA iP100, iP100 Bundle, iP100 with battery, iP100wb, iP110|Computer & Gaming||interdiscount
CANON CLI-526GY (Grau, 1 Stück)|20.95|Die perfekten Fotos zu drucken wird mit der CANON CLI-526GY in Grau auch für Ihren heimischen Drucker möglich.Der Tank dieser Patrone umfasst ganze 9ml und Sie drucken damit Fotos in Profi-Qualität. Vermeiden Sie lästige Wartezeiten in Druckstudios und holen Sie sich die bewährte CANON Qualität in Ihr Zuhause. Dank des ChromaLife100+ -Systems sind Ihre Fotos dauerhaft vor einem Verblassen der Farben geschützt. Die Entsorgung der recyclefähigen Patronen übernimmt CANON für Sie, das spart Ihnen wertvolle Zeit. Lassen auch Sie sich von der intensiven Farbkraft der CANON CLI-526GY Tintenpatrone überzeugen.|Computer & Gaming||interdiscount
CANON PFI-300GY (Grau, 1 Stück)|17.9|Druckleistung Seiten: 0 ×, Toner/Tinte Farbe: Grey, Originalprodukt: Ja, Rainbow Kit: Nein|Computer & Gaming||interdiscount
CANON 571C (Cyan, 1 Stück)|14.8|PIXMA Tintenpatronen.|Computer & Gaming||interdiscount
CANON CLI-526 (Gelb, Schwarz, Magenta, Cyan, Multipack)|54.55|Dieses praktische Vorteilspaket beinhaltet CLI-526 9-ml-Tintentanks in den Farben Schwarz, Cyan, Magenta und Gelb sowie 50 Blatt Foto Glanzpapier Plus II im Format 10 x 15 cm für deinen PIXMA.|Computer & Gaming||interdiscount
